BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,distance(km),streetType,ElectricityProp,NaturalGasProp,SteamProp,OtherEnergyProp,Imp_NumberofFloors
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,13320,62176,Office,Retail Store,9739.0,Restaurant,4689.0,,3570161.75,24.89,0.7532381701611529,way,1.0000000700248386,0.0,0.0,-7.002483851046805e-08,6
NonResidential,Large Office,DOWNTOWN,1900,1.0,0,164380,Office,Retail Store,20795.0,None,0.0,79.0,7655751.0,130.31,0.9468976533647232,avenue,0.8094194808582463,0.1383924320422647,0.05218799729771775,8.980177124360497e-08,4
NonResidential,Large Office,DOWNTOWN,1907,1.0,0,160580,Office,None,0.0,None,0.0,98.0,4336187.5,99.59,1.0682673737547674,avenue,0.6950993240029404,0.22482837746292106,0.0800721616166275,1.3691751108201307e-07,7
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1909,1.0,0,73470,Office,Non-Refrigerated Warehouse,9477.0,Retail Store,9477.0,83.0,3212269.0,22.39,0.8644743661772266,street,1.0,0.0,0.0,0.0,6
Nonresidential COS,Other,DOWNTOWN,1906,1.0,0,67755,Other,Office,19705.0,Other - Entertainment/Public Assembly,11988.0,,1904480.0,13.28,1.110802133080364,street,1.0,0.0,0.0,0.0,3
NonResidential,Mixed Use Property,GREATER DUWAMISH,1910,1.0,0,56700,Office,Distribution Center,18050.0,Non-Refrigerated Warehouse,12400.0,37.0,2371575.0,31.58,1.6903851030569428,avenue,0.8624715642558215,0.13752843574417845,0.0,0.0,3
NonResidential,Warehouse,GREATER DUWAMISH,1922,1.0,0,82852,Non-Refrigerated Warehouse,Retail Store,23282.0,None,0.0,83.0,2153603.5,65.56,1.722681912111365,avenue,0.4912998144737413,0.5087004176952721,0.0,-2.3216901346974966e-07,1
NonResidential,Other,GREATER DUWAMISH,1953,1.0,0,76442,Other,Distribution Center,18000.0,Office,7604.0,,3978277.0,132.6,3.174502663280373,street,0.4286787973788653,0.5713212026211347,0.0,0.0,2
NonResidential,Distribution Center,GREATER DUWAMISH,1962,1.0,0,92792,Distribution Center,Office,13435.0,None,0.0,56.0,3155496.0,74.18,3.49389230687702,street,0.6416021443221605,0.35839785567783955,0.0,0.0,2
NonResidential,Other,GREATER DUWAMISH,1941,2.0,0,125519,Manufacturing/Industrial Plant,None,0.0,None,0.0,,2244317.0,15.65,2.6061779807366277,avenue,1.0,0.0,0.0,0.0,2
NonResidential,Large Office,GREATER DUWAMISH,1900,1.0,25800,103200,Office,None,0.0,None,0.0,80.0,4374646.0,30.5,2.6928217091389186,avenue,0.9999997714100752,0.0,0.0,2.2858992476191217e-07,4
NonResidential,Warehouse,GREATER DUWAMISH,1954,1.0,0,78814,Non-Refrigerated Warehouse,None,0.0,None,0.0,69.0,861972.875,16.48,2.2349048501505915,avenue,0.7368294506947217,0.2631706943214425,0.0,-1.4501616422674552e-07,1
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1904,1.0,0,58970,Office,Non-Refrigerated Warehouse,11600.0,Multifamily Housing,7000.0,,1776411.75,41.18,1.4470841486858887,avenue,0.6487093997210951,0.35129074101204294,0.0,-1.407331380238844e-07,4
NonResidential,Distribution Center,GREATER DUWAMISH,1910,1.0,10800,64800,Distribution Center,Office,10500.0,Parking,6000.0,15.0,2688675.75,18.74,1.538778831835653,avenue,0.999999721052269,0.0,0.0,2.78947731053103e-07,6
NonResidential,Distribution Center,GREATER DUWAMISH,1907,1.0,0,56270,Distribution Center,Non-Refrigerated Warehouse,9270.0,Office,4116.0,,1056782.125,7.37,1.5826021956505563,avenue,0.9999998817163944,0.0,0.0,1.1828360552559498e-07,4
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1904,1.0,0,66842,Office,Retail Store,10514.0,None,0.0,31.0,5608600.5,138.35,1.2091758243502957,avenue,0.6164710786585709,0.3835288321926299,0.0,8.91487992414507e-08,4
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1909,1.0,10800,64488,Office,Parking,10918.0,None,0.0,81.0,2891605.0,20.18,1.2784939421744193,avenue,0.9998699684085482,0.00013003159145180617,0.0,0.0,6
NonResidential,Large Office,DOWNTOWN,1904,1.0,0,184322,Office,Data Center,406.0,None,0.0,81.0,9722890.0,67.78,1.0843266026139222,street,0.9999998971499214,0.0,0.0,1.0285007852603495e-07,7
NonResidential,Large Office,DOWNTOWN,2009,1.0,0,287853,Office,Retail Store,12102.0,None,0.0,43.0,25567108.0,182.14,1.1280853382919886,avenue,0.9966939553742253,0.0033059664002670934,0.0,7.822550755447194e-08,7
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1914,1.0,0,64512,Office,None,0.0,None,0.0,53.0,5968153.5,180.76,1.7537157324537482,avenue,0.49464863797487785,0.5053514458031282,0.0,-8.377800604491824e-08,2
NonResidential,Mixed Use Property,GREATER DUWAMISH,2009,1.0,111774,174226,Parking,Office,108747.0,Other,49271.0,,63835192.0,445.62,2.060578535084517,avenue,0.9997954733182286,0.00020447968575076895,0.0,4.6996020627618696e-08,6
NonResidential,Warehouse,GREATER DUWAMISH,1926,1.0,0,144050,Non-Refrigerated Warehouse,None,0.0,None,0.0,26.0,3929371.0,98.43,2.6843301391671566,avenue,0.6081953065770578,0.3918046934229423,0.0,0.0,7
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1930,1.0,0,60592,Office,None,0.0,None,0.0,16.0,5049446.5,47.25,2.8099763898708487,avenue,0.9483047300332819,0.051695170945964077,0.0,9.902075405690505e-08,3
NonResidential,Large Office,GREATER DUWAMISH,1912,1.0,0,1380959,Office,Retail Store,281296.0,Non-Refrigerated Warehouse,220303.0,79.0,74130576.0,810.7,2.8873288513046624,avenue,0.9140701402347123,0.08592972486818394,0.0,1.3489710372680768e-07,6
NonResidential,Retail Store,GREATER DUWAMISH,1993,1.0,0,107930,Retail Store,None,0.0,None,0.0,57.0,7221482.5,100.42,3.2640359641342154,avenue,0.8496999058018904,0.15029988648452725,0.0,2.0771358235653136e-07,1
NonResidential,Warehouse,GREATER DUWAMISH,1926,1.0,0,99084,Non-Refrigerated Warehouse,None,0.0,None,0.0,83.0,1618110.375,49.25,4.093820457454601,street,0.49136821089846855,0.5086315573497265,0.0,2.3175180494099484e-07,1
NonResidential,Distribution Center,DELRIDGE,1953,1.0,0,72719,Distribution Center,None,0.0,None,0.0,28.0,2581741.75,42.74,4.72208288035543,way,0.792269404947261,0.20773069188659168,0.0,-9.68338525725898e-08,1
NonResidential,Small- and Mid-Sized Office,EAST,1930,1.0,0,76624,Office,None,0.0,None,0.0,91.0,2773647.5,33.41,1.5332067511664387,boulevard,0.8900002613886588,0.10999955834330065,0.0,1.8026804054949303e-07,4
NonResidential,Small- and Mid-Sized Office,NORTHEAST,2001,1.0,36583,55123,Office,Parking,34701.0,Other,3724.0,2.0,8570571.0,59.75,6.169232830026498,street,0.9999998833216597,0.0,0.0,1.1667834033461715e-07,6
NonResidential,Medical Office,LAKE UNION,2008,1.0,39902,89191,Medical Office,Parking,37652.0,Other,5615.0,6.0,19248732.0,477.85,1.8083218173648927,avenue,0.6130442254585913,0.38695572258993477,0.0,5.1951473998391165e-08,5
NonResidential,Large Office,DELRIDGE,1991,1.0,16221,121885,Office,Parking,16221.0,None,0.0,41.0,8381834.5,58.43,4.9104472627743,way,0.9999998210415632,0.0,0.0,1.789584368433903e-07,5
NonResidential,Retail Store,GREATER DUWAMISH,1973,1.0,0,56572,Retail Store,None,0.0,None,0.0,66.0,2409429.0,67.29,4.672132323435765,way,0.5458077411702109,0.45419225882978914,0.0,0.0,1
NonResidential,Medical Office,EAST,2004,1.0,0,225982,Medical Office,None,0.0,None,0.0,53.0,20560622.0,692.12,1.0133771266139935,street,0.6198721517277055,0.0,0.38012775099897267,9.7273321789584e-08,7
NonResidential,Mixed Use Property,DOWNTOWN,2006,1.0,0,516407,Parking,Multifamily Housing,340236.0,Hotel,67627.0,31.0,39403320.0,734.72,1.1230480929661966,avenue,0.7469625148337754,0.25303735827336377,0.0,1.2689286080462256e-07,14
NonResidential,Large Office,DOWNTOWN,2000,1.0,0,312512,Office,Data Center,4738.0,Restaurant,4462.0,,25747022.0,185.39,1.2643467623095277,avenue,0.995034066464075,0.004965817017595278,0.0,1.1651832977033227e-07,11
NonResidential,Large Office,DOWNTOWN,2005,1.0,0,1592914,Office,Parking,348788.0,Financial Office,303910.0,97.0,56498868.0,481.06,0.12767249395635066,avenue,0.975664220387566,0.0068768103460055165,0.017458813289852108,1.5597657638025598e-07,42
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1926,1.0,0,97720,Office,Data Center,11999.0,Retail Store,9713.0,,2478025.25,17.28,0.3345587908406289,avenue,0.9999998991132153,0.0,0.0,1.0088678474926759e-07,6
NonResidential,Medical Office,EAST,1985,1.0,206580,215923,Medical Office,None,0.0,None,0.0,46.0,17254810.0,190.1,1.0747013534227357,street,0.9423838338411145,0.0,0.05761606836006888,9.779881667778434e-08,10
NonResidential,Medical Office,CENTRAL,1987,1.0,0,94500,Medical Office,None,0.0,None,0.0,68.0,5792926.0,40.38,1.8759997291144521,street,0.9999998273756647,0.0,0.0,1.7262433526684097e-07,7
NonResidential,Retail Store,DELRIDGE,2005,1.0,0,94713,Retail Store,None,0.0,None,0.0,79.0,5417598.0,94.74,8.187545405032461,way,0.772095124075282,0.22790487592471792,0.0,0.0,1
NonResidential,Medical Office,EAST,2008,1.0,101342,201560,Medical Office,Parking,86270.0,None,0.0,58.0,14751117.0,130.32,0.5568867327198146,avenue,0.9596200748729741,0.04037978954407317,0.0,1.3558295280282843e-07,9
NonResidential,Medical Office,EAST,1973,1.0,156407,163504,Medical Office,Parking,69171.0,None,0.0,50.0,15067340.0,357.39,0.8493322246217702,avenue,0.7614746863082668,0.0,0.23852519754648133,1.1614525191573297e-07,19
NonResidential,Large Office,DOWNTOWN,1900,1.0,0,205521,Office,Retail Store,28643.0,None,0.0,94.0,8138616.5,282.46,0.47273832788242237,avenue,0.5315396050422083,0.21428113734072615,0.2541791654638107,9.215325479459561e-08,6
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,0,56700,Office,Retail Store,10500.0,None,0.0,55.0,3065954.5,21.37,0.6580428435590473,avenue,0.9999998369186497,0.0,0.0,1.6308135035924375e-07,6
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1925,1.0,0,72000,Office,None,0.0,None,0.0,89.0,2729167.75,23.48,1.6077905384802604,avenue,0.9646131132833443,0.035386611907604434,0.0,2.7480905122083463e-07,4
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2000,1.0,94892,96254,Office,Parking,80000.0,None,0.0,93.0,5101504.5,35.56,2.880402092033228,avenue,0.9999999019896973,0.0,0.0,9.801030264699365e-08,4
NonResidential,Other,DELRIDGE,2001,1.0,11527,57236,Other - Recreation,Parking,11527.0,Swimming Pool,0.0,,9029489.0,310.19,4.998333332891153,street,0.40653042492216335,0.5934694643295982,0.0,1.1074823835545954e-07,3
NonResidential,Other,SOUTHEAST,1994,3.0,0,102133,Strip Mall,Parking,0.0,None,0.0,,20725996.0,530.62,5.533866435085432,avenue,0.5962056540008982,0.4037942495019298,0.0,9.649717195738144e-08,1
NonResidential,Large Office,DOWNTOWN,2008,1.0,0,362046,Office,Parking,97874.0,Other,3534.0,86.0,15725581.0,116.95,0.8835932360084067,street,0.98991261435746,0.010087194870574257,0.0,1.9077196575439726e-07,14
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1994,3.0,0,81336,Lifestyle Center,None,0.0,None,0.0,,13085297.0,270.17,2.369782534130842,avenue,0.7035970983310504,0.29640282524729855,0.0,7.642165095679524e-08,2
NonResidential,Large Office,DOWNTOWN,2001,1.0,0,538933,Office,Parking,122821.0,None,0.0,90.0,16020642.0,111.69,0.48669340003867,street,0.9999998751610578,0.0,0.0,1.2483894215974615e-07,23
NonResidential,Other,DOWNTOWN,1983,1.0,197130,78852,Parking,Office,78852.0,None,0.0,,5233553.5,36.49,1.087554771113399,avenue,0.999999904462618,0.0,0.0,9.5537382010139e-08,6
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1982,1.0,0,98668,Office,None,0.0,None,0.0,91.0,4391348.0,30.61,2.601315853670932,street,1.0,0.0,0.0,0.0,5
NonResidential,Large Office,GREATER DUWAMISH,2007,1.0,28381,130550,Office,Multifamily Housing,34302.0,Parking,26937.0,12.0,8751704.0,98.54,3.676610839577496,way,0.9070517010173105,0.09294818471922725,0.0,1.1426346229260039e-07,1
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1978,1.0,0,105100,Office,None,0.0,None,0.0,1.0,22078064.0,357.86,6.0464075705015885,street,0.7997850717345506,0.20021488297162288,0.0,4.529382648768479e-08,1
NonResidential,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,2008,1.0,0,57176,Supermarket/Grocery Store,Retail Store,15000.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5500.0,31.0,12525174.0,0.0,4.498945616860892,avenue,0.0,0.0,0.0,1.0,1
NonResidential,Retail Store,MAGNOLIA / QUEEN ANNE,1978,1.0,0,50660,Retail Store,None,0.0,None,0.0,51.0,2661488.0,60.7,4.148928239261453,avenue,0.6567656889679758,0.3432343110320242,0.0,0.0,1
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1937,1.0,0,61929,Office,None,0.0,None,0.0,59.0,2203026.5,55.73,3.963953691814666,avenue,0.6028316046130175,0.39716816842648056,0.0,2.2696050183690482e-07,2
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2000,1.0,55000,110111,Office,Parking,55000.0,Data Center,5444.0,1.0,25478086.0,177.62,2.735052546789507,avenue,0.9999998822517515,0.0,0.0,1.1774824843593039e-07,4
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2000,1.0,42500,87051,Office,Parking,42500.0,Data Center,4778.0,1.0,27137190.0,189.18,2.631228064556296,avenue,0.9999998894506027,0.0,0.0,1.105493973399604e-07,4
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1925,1.0,0,20565,Office,None,0.0,None,0.0,65.0,802312.5,5.59,1.3562174281336117,avenue,0.9999993768014334,0.0,0.0,6.231985666432968e-07,3
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2000,1.0,55971,103966,Office,Parking,50258.0,None,0.0,63.0,7857972.5,54.78,2.551814001376758,avenue,0.9999999363703551,0.0,0.0,6.362964492431095e-08,5
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2008,1.0,46763,137201,Office,Parking,46763.0,Data Center,3750.0,56.0,14856199.0,103.57,2.427363084034269,avenue,0.9999999326880314,0.0,0.0,6.731196855938723e-08,5
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1986,1.0,78848,129362,Office,Parking,78848.0,None,0.0,95.0,5514308.5,116.74,2.150072939726752,avenue,0.692250170624295,0.3077497387025046,0.0,9.067320045659396e-08,5
NonResidential,Large Office,DOWNTOWN,1986,1.0,80283,197203,Office,Parking,87624.0,Other,14653.0,63.0,12729858.0,88.74,2.0235463382826437,avenue,0.9999998428890566,0.0,0.0,1.5711094342136418e-07,7
NonResidential,Large Office,DOWNTOWN,1993,1.0,0,187130,Office,Non-Refrigerated Warehouse,9581.0,Other - Recreation,4413.0,77.0,10053489.0,70.09,1.4907213561769803,way,0.9999999005320441,0.0,0.0,9.946795585094886e-08,3
NonResidential,Large Office,DOWNTOWN,2000,1.0,117867,133177,Office,Data Center,12717.0,None,0.0,99.0,17186624.0,119.81,1.198005677780092,avenue,0.9999999418152163,0.0,0.0,5.8184783701557674e-08,5
NonResidential,Warehouse,DOWNTOWN,1912,1.0,0,154330,Non-Refrigerated Warehouse,None,0.0,None,0.0,81.0,1262235.25,8.8,0.32717572090405367,way,0.999999801938664,0.0,0.0,1.9806133603066465e-07,5
NonResidential,Large Office,DOWNTOWN,1918,1.0,14690,93555,Office,Adult Education,14621.0,Parking,12359.0,,4515180.5,50.17,0.3144756128311254,street,0.9410294892972717,0.0,0.05897039996518411,1.1073754415797995e-07,6
NonResidential,Large Office,DOWNTOWN,1905,1.0,0,167860,Office,Retail Store,19801.0,Data Center,634.0,70.0,6797647.0,47.39,0.35300598571240627,avenue,0.9999998528902722,0.0,0.0,1.4710972782199488e-07,6
NonResidential,Large Office,DOWNTOWN,1910,1.0,0,112560,Office,Retail Store,16080.0,None,0.0,86.0,4946798.5,97.82,0.5886885409128134,street,0.7224915265903796,0.27750837233414705,0.0,1.0107547335918372e-07,6
NonResidential,Retail Store,DOWNTOWN,1910,1.0,0,86204,Other,Retail Store,13534.0,None,0.0,89.0,3241917.0,69.02,0.6154518239395302,avenue,0.6896842207866518,0.31031577921334813,0.0,0.0,6
Nonresidential COS,Warehouse,GREATER DUWAMISH,1985,1.0,0,145158,Non-Refrigerated Warehouse,Office,48544.0,Other,10270.0,51.0,8384523.0,119.46,2.907883922124839,way,0.8422826200130884,0.1577173799869116,0.0,0.0,2
NonResidential,Large Office,GREATER DUWAMISH,1951,1.0,0,112896,Office,Parking,57500.0,None,0.0,66.0,10287986.0,157.48,2.5211951725331385,way,0.819323529406047,0.18067647059395298,0.0,0.0,2
NonResidential,Distribution Center,GREATER DUWAMISH,1960,1.0,0,110613,Distribution Center,Office,11061.0,None,0.0,95.0,1015060.188,7.08,2.4717245227075235,avenue,0.9999998147893079,0.0,0.0,1.852106921225651e-07,1
NonResidential,Warehouse,GREATER DUWAMISH,1951,1.0,0,149881,Non-Refrigerated Warehouse,Office,30288.0,None,0.0,97.0,2417401.25,95.86,2.6079800551424195,avenue,0.2916598971726353,0.7083399994105241,0.0,1.0341684070859151e-07,4
NonResidential,Warehouse,GREATER DUWAMISH,1951,1.0,0,98220,Non-Refrigerated Warehouse,None,0.0,None,0.0,12.0,6468090.0,75.29,3.1441691386752697,avenue,0.8988110864258227,0.10118875896903104,0.0,1.5460514618689597e-07,3
NonResidential,Distribution Center,GREATER DUWAMISH,1970,1.0,0,84420,Distribution Center,Office,24838.0,Retail Store,12349.0,55.0,2848317.25,19.86,3.137230334870997,avenue,0.9999999122288783,0.0,0.0,8.777112170352512e-08,1
NonResidential,Distribution Center,GREATER DUWAMISH,1961,1.0,0,73335,Distribution Center,Parking,0.0,None,0.0,,5197118.0,155.74,4.199459065171257,avenue,0.501593190687608,0.498406809312392,0.0,0.0,1
NonResidential,Distribution Center,GREATER DUWAMISH,1928,1.0,0,56876,Distribution Center,Office,4276.0,Retail Store,4200.0,,1791715.625,48.5,3.2068421137812932,avenue,0.5644216001074389,0.4355780510648837,0.0,3.488276773832343e-07,2
NonResidential,Warehouse,GREATER DUWAMISH,1931,1.0,0,61200,Non-Refrigerated Warehouse,None,0.0,None,0.0,16.0,4912143.0,178.62,2.87543343502578,avenue,0.3629580816356527,0.6370419183643473,0.0,0.0,2
NonResidential,Distribution Center,GREATER DUWAMISH,1987,1.0,0,111908,Distribution Center,None,0.0,None,0.0,87.0,1555420.25,34.14,2.335777535587938,avenue,0.6753853178907758,0.324614521380958,0.0,1.607282662032978e-07,1
NonResidential,Other,GREATER DUWAMISH,1986,3.0,0,63644,Other - Public Services,Parking,0.0,None,0.0,,6858533.5,168.5,1.97701053277171,avenue,0.6186032334754944,0.3813966936226236,0.0,7.290188201311548e-08,2
NonResidential,Mixed Use Property,GREATER DUWAMISH,1930,3.0,18860,89893,Non-Refrigerated Warehouse,Multifamily Housing,24338.0,Retail Store,18864.0,,3639670.25,25.37,1.5973496365159676,avenue,0.9999999313124589,0.0,0.0,6.868754113095822e-08,2
NonResidential,Supermarket / Grocery Store,NORTHWEST,1970,1.0,35545,106345,Supermarket/Grocery Store,Parking,0.0,Parking,0.0,91.0,16865978.0,293.56,9.518457247678406,street,0.7738549166849381,0.22614496473314502,0.0,1.1858191680316434e-07,1
NonResidential,Small- and Mid-Sized Office,BALLARD,2001,1.0,21055,71037,Office,None,0.0,None,0.0,5.0,4817062.0,33.58,6.8449183032319025,way,1.0,0.0,0.0,0.0,4
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1974,1.0,0,56259,Non-Refrigerated Warehouse,Retail Store,20962.0,Office,3715.0,,2346571.5,86.9,6.767206113829993,street,0.34846455776011936,0.6515352291630577,0.0,2.130768229308163e-07,3
NonResidential,Other,NORTHEAST,2006,1.0,0,143439,Other,Parking,23869.0,None,0.0,,25631512.0,710.7,5.402011287194561,street,0.5501341863874437,0.4498658136125563,0.0,0.0,6
NonResidential,Large Office,LAKE UNION,2008,1.0,88855,113768,Office,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,73.0,8873485.0,61.86,4.68841071561958,street,0.9999998873047061,0.0,0.0,1.1269529390087434e-07,4
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2000,1.0,25800,51374,Office,None,0.0,None,0.0,33.0,5481549.0,38.21,4.770198401350328,street,0.9999998175698147,0.0,0.0,1.824301853362982e-07,2
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1998,1.0,0,110524,Office,Other,8634.0,Parking,0.0,57.0,6859198.0,47.82,2.3135778566438945,avenue,0.9999998542103611,0.0,0.0,1.457896389636223e-07,5
NonResidential,Mixed Use Property,LAKE UNION,2008,1.0,103650,183574,Parking,Office,88051.0,Other,54106.0,,21042926.0,314.43,2.4154430494269694,avenue,0.8272377139947172,0.17276214343955779,0.0,1.4256572493768213e-07,5
NonResidential,Laboratory,LAKE UNION,1999,1.0,18382,97366,Laboratory,None,0.0,None,0.0,,36436388.0,1154.79,2.653086590372287,avenue,0.46418390867942233,0.5358160638754862,0.0,2.744509142893088e-08,4
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2000,1.0,84689,157186,Office,Parking,83425.0,None,0.0,88.0,8655604.0,68.06,2.360023039567992,avenue,0.9806816485597076,0.01931812037611702,0.0,2.3106417530192e-07,7
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1974,1.0,18720,84210,Office,Parking,15164.0,None,0.0,85.0,4750799.0,65.03,2.0009606972059664,street,0.8544404846426885,0.14555930486640248,0.0,2.1049090900288562e-07,5
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1902,1.0,0,76893,Office,Parking,33380.0,Retail Store,15845.0,,12029600.0,260.13,1.65475827223322,way,0.6824216931568797,0.31757822371483674,0.0,8.31282835672009e-08,3
NonResidential,Large Office,DOWNTOWN,1975,1.0,23630,126370,Office,Parking,23913.0,None,0.0,65.0,9343428.0,119.93,1.3809975725423642,avenue,0.8728855191049795,0.12711437386792085,0.0,1.0702709968974985e-07,8
NonResidential,Large Office,DOWNTOWN,1953,1.0,0,274362,Office,None,0.0,None,0.0,82.0,16540550.0,147.82,0.9622446810568678,avenue,0.9574079459268283,0.04259193315820816,0.0,1.2091496352902413e-07,7
NonResidential,Large Office,DOWNTOWN,1983,1.0,116280,261722,Office,Parking,71602.0,None,0.0,85.0,17750994.0,246.83,1.003649392625277,avenue,0.8497164722155841,0.15028341511466908,0.0,1.1266974683220556e-07,15
NonResidential,Large Office,DOWNTOWN,1963,1.0,0,169020,Office,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,83.0,11480494.0,346.62,0.8275170266363893,avenue,0.6279777682040512,0.1205028285368208,0.25151925082666304,1.5243246501413615e-07,11
NonResidential,Other,DOWNTOWN,1981,1.0,0,429405,Data Center,Office,210409.0,None,0.0,98.0,274682208.0,1921.82,0.7606068183220476,avenue,0.9994549592378404,0.0005448914987606332,0.0,1.4926339896029961e-07,33
NonResidential,Large Office,DOWNTOWN,1985,1.0,319400,1632820,Office,Parking,319368.0,None,0.0,86.0,92937640.0,882.56,0.5427490180232907,avenue,0.9452775215725298,0.05472231702892391,0.0,1.613985463801319e-07,76
NonResidential,Large Office,DOWNTOWN,1981,1.0,89778,293737,Office,Parking,84800.0,Medical Office,18799.0,90.0,15878689.0,110.7,0.7204997626614156,way,0.9999998740450172,0.0,0.0,1.2595498280745973e-07,19
NonResidential,Medical Office,DOWNTOWN,1925,1.0,28870,335064,Medical Office,Parking,27597.0,Retail Store,21519.0,68.0,22104512.0,582.28,0.5737599461358782,way,0.7239400263620387,0.0005420160372687712,0.27551784450161126,1.1309908130973441e-07,18
NonResidential,Retail Store,DOWNTOWN,1929,1.0,0,78920,Retail Store,None,0.0,None,0.0,80.0,8303666.5,109.85,0.4845087700344262,street,0.864358654095754,0.13564128568988168,0.0,6.021436434134247e-08,4
NonResidential,Large Office,DOWNTOWN,1979,1.0,87160,43983,Office,Retail Store,10853.0,None,0.0,93.0,5177270.5,109.16,0.6890503409546689,avenue,0.94086758650142,0.2735111097633396,0.0,-0.21437869626475958,7
NonResidential,Other,DOWNTOWN,1999,1.0,0,947987,Other - Mall,Other - Entertainment/Public Assembly,100000.0,Restaurant,80000.0,,46510960.0,324.25,0.5738467555368122,street,0.9999998709981476,0.0,0.0,1.290018524666014e-07,25
NonResidential,Mixed Use Property,EAST,1908,1.0,0,55520,Office,Performing Arts,15300.0,Self-Storage Facility,13400.0,,3686962.25,150.88,1.4575629369415828,street,0.2641488938488589,0.7358510383446427,0.0,6.780649842563482e-08,4
NonResidential,Large Office,DOWNTOWN,1908,1.0,0,132998,Office,Retail Store,0.0,None,0.0,97.0,3775187.5,133.8,0.4282598197094477,avenue,0.5945418605036173,0.0,0.4054581726073208,-3.311093819843385e-08,10
NonResidential,Retail Store,DOWNTOWN,1940,1.0,0,83118,Retail Store,None,0.0,None,0.0,59.0,2443141.5,27.82,0.21342487807691166,street,0.9043352585185918,0.0956645368268682,0.0,2.0465454006654955e-07,3
NonResidential,Retail Store,DOWNTOWN,1924,1.0,0,77555,Retail Store,None,0.0,None,0.0,39.0,7802205.5,54.4,0.18783117756965478,avenue,0.9999803260757487,1.960983980747495e-05,0.0,6.408444381527761e-08,3
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1909,1.0,0,51218,Office,Restaurant,7044.0,None,0.0,57.0,2886141.5,20.12,0.3613305597654343,avenue,0.9999998267583208,0.0,0.0,1.7324167924545626e-07,6
NonResidential,Large Office,DOWNTOWN,1970,1.0,0,489182,Office,Parking,65451.0,Other - Technology/Science,9295.0,43.0,36378588.0,426.39,0.10234994476690965,avenue,0.897061810095543,0.1029380799496671,0.0,1.0995478988904132e-07,29
NonResidential,Large Office,DOWNTOWN,1929,1.0,13320,203251,Office,Parking,13320.0,Other - Technology/Science,6246.0,62.0,16246106.0,639.72,0.0541906475293361,avenue,0.5358066726882121,0.007844772156478604,0.4563484936020976,6.155321158190153e-08,27
NonResidential,Large Office,DOWNTOWN,1921,1.0,0,189175,Office,Other,12645.0,None,0.0,13.0,19036416.0,132.71,0.054483381889636,avenue,0.9999998424073103,0.0,0.0,1.5759268971638358e-07,13
NonResidential,Large Office,DOWNTOWN,1998,1.0,74481,219322,Office,Parking,70603.0,None,0.0,25.0,17074142.0,119.03,0.24409142572278153,avenue,0.9999998242957099,0.0,0.0,1.757042901482253e-07,13
NonResidential,Large Office,DOWNTOWN,1910,1.0,0,122356,Office,Retail Store,15523.0,Data Center,182.0,91.0,4585070.5,41.8,0.32008425096116744,avenue,0.9534891557283579,0.04651073522206474,0.0,1.0904957731838583e-07,7
