BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,distance(km),streetType,ElectricityProp,NaturalGasProp,SteamProp,OtherEnergyProp,Imp_NumberofFloors
NonResidential,Worship Facility,EAST,1922,1.0,0,22688,Worship Facility,None,0.0,None,0.0,87.0,331675.0,7.07,1.2742607835457147,way,0.6893133338358333,0.31068666616416674,0.0,0.0,2
NonResidential,Other,SOUTHEAST,1962,1.0,0,22364,Adult Education,Parking,0.0,None,0.0,,1467029.75,54.44,6.351031815881761,street,0.346870947913633,0.6531292224987257,0.0,-1.7041235871324354e-07,2
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1982,1.0,0,41262,Office,None,0.0,None,0.0,84.0,1903455.875,13.27,7.699876722541268,street,0.9999995403098062,0.0,0.0,4.596901937640136e-07,2
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1953,1.0,0,43183,Office,Data Center,11497.0,None,0.0,,7408342.0,92.45,1.6101385656477178,avenue,0.8806117482157276,0.11938811680130318,0.0,1.349829691987762e-07,2
NonResidential,Worship Facility,NORTH,1908,1.0,0,45680,Worship Facility,None,0.0,None,0.0,79.0,2077039.375,86.81,8.765065925687797,way,0.24522982382074485,0.7547704770883316,0.0,-3.009090764107445e-07,3
NonResidential,Senior Care Community,LAKE UNION,2006,1.0,0,724148,Senior Care Community,None,0.0,None,0.0,8.0,37797084.0,913.07,1.3000233270186343,avenue,0.6275189906184298,0.3724809564674354,0.0,5.291413485759907e-08,14
NonResidential,Worship Facility,SOUTHWEST,1957,1.0,0,23562,Worship Facility,Office,15212.0,None,0.0,96.0,531737.1875,3.71,8.71757185645339,avenue,0.9999996473821948,0.0,0.0,3.5261780520099506e-07,1
NonResidential,Small- and Mid-Sized Office,BALLARD,1999,1.0,0,28844,Office,Other,10200.0,None,0.0,,910718.6875,6.35,6.005832618351027,street,0.9999992451016879,0.0,0.0,7.548983121091385e-07,4
SPS-District K-12,K-12 School,DELRIDGE,1988,1.0,0,54528,K-12 School,None,0.0,None,0.0,75.0,1972078.625,13.75,7.857840668479721,avenue,0.9999996830755163,0.0,0.0,3.1692448367772357e-07,2
NonResidential,Warehouse,GREATER DUWAMISH,1989,1.0,0,21101,Non-Refrigerated Warehouse,Office,2728.0,None,0.0,,675772.875,27.97,5.288337476788982,street,0.25410312599481,0.7458970589785806,0.0,-1.8497339065288763e-07,1
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1914,1.0,0,45594,Refrigerated Warehouse,None,0.0,None,0.0,75.0,1351267.875,9.42,5.2824314073375085,avenue,1.0000000925057142,0.0,0.0,-9.250571430923717e-08,2
NonResidential,Other,GREATER DUWAMISH,1950,1.0,0,26660,Manufacturing/Industrial Plant,None,0.0,None,0.0,,2241280.5,15.62,6.424767524841083,avenue,0.9999997769132423,0.0,0.0,2.230867577708368e-07,1
NonResidential,Warehouse,GREATER DUWAMISH,1975,1.0,0,28126,Non-Refrigerated Warehouse,Office,6346.0,None,0.0,44.0,870625.8125,18.63,5.306059455601941,street,0.6872872265086902,0.3127129888536357,0.0,-2.153623259360921e-07,1
NonResidential,Warehouse,GREATER DUWAMISH,1964,1.0,0,35000,Non-Refrigerated Warehouse,None,0.0,None,0.0,53.0,378714.4063,2.64,6.680639365148759,avenue,0.9999989271599041,0.0,0.0,1.072840095899122e-06,1
NonResidential,Warehouse,GREATER DUWAMISH,1962,1.0,0,26150,Non-Refrigerated Warehouse,None,0.0,None,0.0,6.0,1208407.625,26.55,6.533144511528306,avenue,0.6748616800560159,0.32513863026973205,0.0,-3.103257479031548e-07,1
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1967,1.0,0,24000,Office,None,0.0,None,0.0,73.0,1088556.25,7.59,6.497768115971527,avenue,0.999999770338005,0.0,0.0,2.296619949589192e-07,2
NonResidential,K-12 School,EAST,1968,1.0,0,43594,K-12 School,None,0.0,None,0.0,38.0,2478045.5,73.26,4.014558603079214,avenue,0.5103748095020855,0.4896249887259939,0.0,2.0177192065278867e-07,5
NonResidential,Distribution Center,LAKE UNION,1912,1.0,0,28080,Distribution Center,Office,2500.0,None,0.0,,794724.625,18.54,5.599706333801849,street,0.6455217113726657,0.3544787604888926,0.0,-4.718615583353794e-07,1
NonResidential,Senior Care Community,NORTHWEST,1954,1.0,0,51298,Senior Care Community,None,0.0,None,0.0,85.0,5655578.0,203.73,13.258754647275714,avenue,0.3703612610417538,0.6296387389582462,0.0,0.0,2
NonResidential,Worship Facility,NORTHWEST,1962,1.0,0,22047,Worship Facility,Parking,0.0,None,0.0,100.0,265774.9063,1.85,13.204752727294712,street,1.0000003525539762,0.0,0.0,-3.525539763372648e-07,1
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,0,31600,Non-Refrigerated Warehouse,None,0.0,None,0.0,3.0,3363535.5,103.28,9.677189612991342,avenue,0.48559202065802487,0.5144078306888689,0.0,1.4865310623300988e-07,1
NonResidential,Warehouse,GREATER DUWAMISH,2007,1.0,0,35289,Non-Refrigerated Warehouse,None,0.0,None,0.0,63.0,876425.0,23.9,9.79813977900455,street,0.5600285249736144,0.4399714750263856,0.0,0.0,1
NonResidential,Warehouse,GREATER DUWAMISH,1981,1.0,0,28920,Non-Refrigerated Warehouse,None,0.0,None,0.0,50.0,1750419.0,80.09,9.939436148081382,street,0.15941554564935595,0.840584454350644,0.0,0.0,1
NonResidential,Warehouse,GREATER DUWAMISH,1978,1.0,0,22176,Non-Refrigerated Warehouse,None,0.0,None,0.0,60.0,736428.625,32.77,9.902621489609295,avenue,0.18666982153226322,0.8133293297772068,0.0,8.486905299206695e-07,1
NonResidential,Warehouse,GREATER DUWAMISH,1978,1.0,0,31300,Non-Refrigerated Warehouse,None,0.0,None,0.0,89.0,362874.0,9.08,9.861475020054087,avenue,0.6087870720966506,0.3912129279033494,0.0,0.0,1
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,0,22000,Non-Refrigerated Warehouse,Parking,0.0,None,0.0,14.0,700627.625,4.88,9.93132191894524,avenue,1.0000005352343908,0.0,0.0,-5.352343907364487e-07,1
NonResidential,Small- and Mid-Sized Office,NORTH,1974,1.0,0,39927,Office,Parking,0.0,None,0.0,38.0,3568419.5,24.88,10.369463330166758,street,0.999999859881945,0.0,0.0,1.401180550661154e-07,3
NonResidential,Other,NORTH,1979,1.0,0,30610,Other - Recreation,Office,7290.0,None,0.0,,4294550.0,135.81,10.165159620195068,street,0.46570350793447507,0.5342964920655249,0.0,0.0,1
NonResidential,Medical Office,NORTH,1980,1.0,6350,20580,Medical Office,None,0.0,None,0.0,64.0,1002995.0,6.99,10.299340503807281,avenue,1.0,0.0,0.0,0.0,2
NonResidential,Medical Office,NORTH,1968,1.0,0,38745,Medical Office,Parking,0.0,None,0.0,76.0,2890379.0,49.62,10.397694648182092,avenue,0.7789905752844177,0.2210090787401929,0.0,3.4597538938665136e-07,2
NonResidential,Self-Storage Facility,NORTHEAST,1959,1.0,0,20296,Self-Storage Facility,None,0.0,None,0.0,,855665.125,5.97,6.925971134519006,street,0.9999998539148127,0.0,0.0,1.4608518723957577e-07,2
NonResidential,Mixed Use Property,NORTHEAST,1945,1.0,0,22135,Medical Office,Office,8116.0,Retail Store,3200.0,,1261634.5,27.41,6.8756555966425035,street,0.6801486484397818,0.3198509552489251,0.0,3.9631129300918767e-07,2
NonResidential,Medical Office,NORTHEAST,1967,1.0,0,38378,Medical Office,Parking,3312.0,None,0.0,86.0,1645605.125,53.73,6.841413887767153,street,0.44337489529877344,0.556625028741327,0.0,7.595989955366723e-08,3
NonResidential,Warehouse,NORTHEAST,1980,1.0,0,33576,Non-Refrigerated Warehouse,None,0.0,None,0.0,64.0,1275231.75,49.73,6.861893824366434,way,0.3059240016569537,0.694076194385844,0.0,-1.960427977110827e-07,2
NonResidential,Supermarket / Grocery Store,NORTHEAST,1975,1.0,0,33005,Supermarket/Grocery Store,Parking,0.0,None,0.0,21.0,10642754.0,225.67,6.765376809623261,street,0.6915205406420181,0.30847936539733983,0.0,9.39606421420621e-08,1
NonResidential,Other,EAST,1981,1.0,0,20971,Parking,Retail Store,10360.0,Medical Office,8509.0,,729397.1875,5.08,1.0697598131401238,street,0.9999997429384111,0.0,0.0,2.570615889576624e-07,1
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1927,1.0,0,23910,Office,Retail Store,3910.0,None,0.0,,873577.3125,15.11,5.912163831558011,street,0.7763102249750792,0.22368941730042927,0.0,3.577244916144729e-07,3
NonResidential,Worship Facility,BALLARD,1910,1.0,0,21765,Worship Facility,None,0.0,None,0.0,80.0,431390.4063,17.38,8.219957010173225,street,0.27798949222946595,0.7220095659322501,0.0,9.418382839295679e-07,2
Campus,University,EAST,1939,1.0,0,2200000,College/University,Parking,318960.0,None,0.0,,114648520.0,3243.48,1.4638134738882933,avenue,0.5379294996568643,0.46207045673158276,0.0,4.3611552944599724e-08,2
NonResidential,Worship Facility,CENTRAL,1901,1.0,0,26560,Worship Facility,None,0.0,None,0.0,1.0,1751483.875,64.88,2.098976382263555,avenue,0.34826640924684504,0.6517336621212113,0.0,-7.13680564144503e-08,2
NonResidential,Warehouse,LAKE UNION,1957,1.0,0,20140,Non-Refrigerated Warehouse,None,0.0,None,0.0,49.0,116486.6016,0.81,4.741074097388687,avenue,1.0000034201358314,0.0,0.0,-3.4201358313598087e-06,2
NonResidential,Retail Store,GREATER DUWAMISH,1992,1.0,0,38845,Retail Store,Parking,6000.0,None,0.0,82.0,6917280.0,215.56,8.677633861064157,way,0.47569651654985773,0.5243033388846483,0.0,1.4456549395137974e-07,2
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1953,1.0,0,26092,Supermarket/Grocery Store,Parking,0.0,None,0.0,40.0,7619445.0,173.75,8.774593928147924,street,0.6568713338044962,0.34312866619550375,0.0,0.0,1
SPS-District K-12,K-12 School,NORTH,1955,1.0,0,38582,K-12 School,None,0.0,None,0.0,85.0,1848878.5,64.54,11.73886204323044,street,0.39455107515177446,0.6054491952824375,0.0,-2.704342118749285e-07,1
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1967,1.0,0,25500,Office,None,0.0,None,0.0,98.0,1213869.75,55.3,6.407914963002489,avenue,0.16373091099765852,0.8362692949552454,0.0,-2.059529039256477e-07,1
NonResidential,Warehouse,GREATER DUWAMISH,1961,1.0,0,41895,Non-Refrigerated Warehouse,Office,2596.0,None,0.0,,1242311.5,25.09,6.741483743663369,street,0.7133653677036718,0.2866342298207817,0.0,4.0247554659197796e-07,1
NonResidential,Retail Store,GREATER DUWAMISH,1958,1.0,0,56193,Retail Store,None,0.0,None,0.0,,2497942.75,46.9,6.610625089170537,street,0.7441923959226047,0.25580730383032196,0.0,3.0024707331663227e-07,2
NonResidential,K-12 School,BALLARD,1922,1.0,0,35448,K-12 School,None,0.0,None,0.0,97.0,1379932.5,60.34,7.652732518886477,avenue,0.20330632114251965,0.7966933165209168,0.0,3.623365635637975e-07,3
NonResidential,Supermarket / Grocery Store,BALLARD,1966,1.0,0,29214,Supermarket/Grocery Store,None,0.0,None,0.0,8.0,9336239.0,208.53,7.471943314406517,street,0.6670010268588883,0.33299897314111176,0.0,0.0,1
NonResidential,Supermarket / Grocery Store,BALLARD,2000,1.0,43035,46068,Supermarket/Grocery Store,Parking,0.0,None,0.0,34.0,14029480.0,384.85,7.312734874495687,street,0.5565437920721225,0.44345613664939826,0.0,7.127847931641087e-08,1
NonResidential,Other,BALLARD,1961,1.0,0,32000,Other - Recreation,Office,4700.0,None,0.0,,1331122.125,45.38,7.123884899073664,street,0.41215677336893486,0.5878431327253313,0.0,9.390573385593752e-08,1
NonResidential,Mixed Use Property,BALLARD,1910,1.0,0,31140,Other,Retail Store,9400.0,Non-Refrigerated Warehouse,6900.0,,935580.3125,38.86,6.8287113473456875,way,0.2507673546198098,0.7492323113629008,0.0,3.340172894029341e-07,2
NonResidential,Warehouse,BALLARD,1975,1.0,0,41478,Non-Refrigerated Warehouse,Office,9546.0,None,0.0,3.0,3035962.25,78.22,6.862349138050896,street,0.5926895171374413,0.4073104005163437,0.0,8.234621494387818e-08,3
NonResidential,Warehouse,BALLARD,1980,1.0,0,39840,Non-Refrigerated Warehouse,None,0.0,None,0.0,2.0,752104.0,5.24,6.81467292347677,way,1.0,0.0,0.0,0.0,1
Nonresidential COS,Other,BALLARD,2004,1.0,15576,15000,Library,Other - Services,3100.0,None,0.0,,1533245.75,38.52,7.787394322237699,avenue,0.6065811693917952,0.39341899366099664,0.0,-1.630527917654427e-07,1
NonResidential,Other,BALLARD,1924,1.0,0,21528,Social/Meeting Hall,None,0.0,None,0.0,,306911.0938,6.61,7.637299104130151,street,0.6839570293825593,0.3160426649914732,0.0,3.0562596748098083e-07,2
NonResidential,Other,BALLARD,1928,1.0,0,30000,Strip Mall,Parking,0.0,None,0.0,,1094940.75,13.14,7.786192886771609,street,0.8909714977728247,0.10902873055003205,0.0,-2.2832285673905187e-07,2
NonResidential,Other,BALLARD,1942,1.0,0,30087,Other,None,0.0,None,0.0,,5274642.0,36.77,7.957700564368278,street,0.9999998104136736,0.0,0.0,1.895863264274618e-07,2
NonResidential,Worship Facility,BALLARD,1975,1.0,0,40445,Worship Facility,None,0.0,None,0.0,92.0,786253.6875,29.24,6.806786742717547,way,0.3449510053967155,0.6550493920577002,0.0,-3.9745441575432993e-07,1
NonResidential,Retail Store,BALLARD,1996,1.0,0,23500,Retail Store,None,0.0,None,0.0,53.0,1137967.5,13.29,6.749248176074583,way,0.8979896174539256,0.1020099431662152,0.0,4.3937985926663107e-07,1
NonResidential,Retail Store,BALLARD,1967,1.0,0,22420,Retail Store,None,0.0,None,0.0,82.0,1404253.75,31.79,7.814476610822867,avenue,0.6604376167768824,0.3395625612536196,0.0,-1.7803050196590182e-07,1
NonResidential,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,1961,1.0,0,25842,Supermarket/Grocery Store,None,0.0,None,0.0,35.0,8518313.0,237.54,5.5600653370035475,street,0.5467041420055826,0.45329585799441746,0.0,0.0,1
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1992,1.0,0,26389,Office,Fitness Center/Health Club/Gym,9623.0,None,0.0,,1208035.375,8.42,5.66028132046632,avenue,0.9999996895786268,0.0,0.0,3.1042137321516765e-07,3
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1982,1.0,0,25859,Office,Parking,4000.0,None,0.0,88.0,858780.625,14.9,5.800605361396404,avenue,0.7751770133379523,0.22482225888596405,0.0,7.27776083676783e-07,3
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1974,1.0,0,25600,Non-Refrigerated Warehouse,Office,5000.0,None,0.0,1.0,1730600.625,34.26,7.2241587055077785,way,0.7220666524375027,0.27793356425027294,0.0,-2.166877756674796e-07,1
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1965,1.0,0,23169,Manufacturing/Industrial Plant,None,0.0,None,0.0,,222255.9063,1.55,7.086992237812778,way,1.0000004215860967,0.0,0.0,-4.2158609666439775e-07,1
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2008,1.0,8399,33385,Office,Parking,8399.0,None,0.0,89.0,1294615.25,9.03,6.997761613072494,way,0.9999998068924338,0.0,0.0,1.9310756612823772e-07,4
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1960,1.0,0,56884,Non-Refrigerated Warehouse,None,0.0,None,0.0,71.0,1388345.125,37.49,7.242283914053057,way,0.5657555789667212,0.43424433099802906,0.0,9.003524970061028e-08,1
NonResidential,Retail Store,BALLARD,1989,1.0,0,32810,Retail Store,None,0.0,None,0.0,66.0,2017967.75,46.44,9.806024041716158,avenue,0.652274051455976,0.3477260724310386,0.0,-1.238870145471849e-07,1
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1980,1.0,0,30989,Self-Storage Facility,None,0.0,None,0.0,,97690.39844,0.68,5.05774786117815,avenue,0.9999959214006047,0.0,0.0,4.078599395304957e-06,3
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1915,1.0,0,39952,Self-Storage Facility,None,0.0,None,0.0,,57133.19922,0.4,5.027179115424713,avenue,0.9999965130606596,0.0,0.0,3.4869393403844848e-06,3
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1961,1.0,0,20022,Office,None,0.0,None,0.0,80.0,657385.8125,4.58,5.975752945546914,avenue,1.0000002852206367,0.0,0.0,-2.8522063670183026e-07,2
NonResidential,Distribution Center,MAGNOLIA / QUEEN ANNE,1960,1.0,0,36498,Distribution Center,Non-Refrigerated Warehouse,17200.0,None,0.0,89.0,520011.8125,14.81,5.961821738211699,street,0.5338878720182919,0.4661124885504404,0.0,-3.605687322727885e-07,2
NonResidential,Distribution Center,MAGNOLIA / QUEEN ANNE,1968,1.0,0,35946,Distribution Center,Office,4101.0,None,0.0,,469499.8125,11.08,7.253875632298981,street,0.639529541878145,0.3604687275567336,0.0,1.7305651213651976e-06,1
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2007,1.0,5680,24472,Office,Parking,4968.0,None,0.0,96.0,845044.125,5.94,6.926092435778516,way,0.9988448828041968,0.0011549692745334453,0.0,1.47921269791681e-07,4
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1979,1.0,0,22365,Office,None,0.0,None,0.0,71.0,727385.8125,5.07,6.708531890000964,avenue,1.0000002577724183,0.0,0.0,-2.577724184027854e-07,4
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1994,1.0,0,30172,Office,None,0.0,None,0.0,82.0,904059.875,6.3,6.636632739163361,avenue,1.0000001382651784,0.0,0.0,-1.382651785093327e-07,4
NonResidential,Warehouse,BALLARD,1927,1.0,0,42500,Non-Refrigerated Warehouse,Retail Store,5091.0,None,0.0,100.0,241478.5938,1.68,7.042345806587383,avenue,0.9999975409828645,0.0,0.0,2.459017135465756e-06,4
NonResidential,Small- and Mid-Sized Office,BALLARD,1901,1.0,0,23032,Office,Restaurant,5300.0,Retail Store,1460.0,,1121537.75,7.82,7.498547933839056,avenue,0.9999993312752959,0.0,0.0,6.687247040948912e-07,4
NonResidential,Other,BALLARD,1900,1.0,4914,40836,Other,Parking,2900.0,None,0.0,,7240274.0,303.81,7.400014244689127,avenue,0.24164955635656882,0.7583503055271112,0.0,1.3811631990723003e-07,3
NonResidential,Small- and Mid-Sized Office,BALLARD,1968,1.0,0,23500,Office,None,0.0,None,0.0,26.0,1686405.0,34.52,7.177901255102629,avenue,0.7074125136014184,0.2925874863985816,0.0,0.0,2
NonResidential,Small- and Mid-Sized Office,BALLARD,1966,1.0,0,22282,Office,None,0.0,None,0.0,93.0,579888.3125,16.67,7.092371070228529,avenue,0.5282017129807216,0.47179774812240244,0.0,5.388968759393647e-07,1
NonResidential,Self-Storage Facility,BALLARD,1902,1.0,0,24000,Self-Storage Facility,None,0.0,None,0.0,,502898.6875,17.39,7.004155764783922,avenue,0.40166937202436026,0.5983312493731653,0.0,-6.213975255204857e-07,2
NonResidential,Mixed Use Property,BALLARD,1909,1.0,0,27085,Strip Mall,Office,8196.0,Multifamily Housing,6700.0,,1995131.75,60.67,7.57291932247622,street,0.4920166299794487,0.5079834953255593,0.0,-1.2530500805272634e-07,3
Nonresidential COS,Other,NORTH,1996,1.0,0,29258,Other - Recreation,Fitness Center/Health Club/Gym,2648.0,Swimming Pool,0.0,,8086943.5,309.14,11.36150996517669,avenue,0.3225671108002671,0.6774328273716763,0.0,6.182805654571471e-08,2
NonResidential,Small- and Mid-Sized Office,NORTH,1931,1.0,0,37500,Office,None,0.0,None,0.0,58.0,2235765.5,44.26,12.671371017741738,street,0.7220148982529697,0.2779848781099807,0.0,2.2363704959218665e-07,2
NonResidential,K-12 School,NORTHWEST,1930,1.0,0,23983,K-12 School,None,0.0,None,0.0,61.0,1164364.75,33.28,13.769616593290602,avenue,0.5316186358269606,0.46838157888239057,0.0,-2.1470935117195878e-07,3
NonResidential,Distribution Center,DELRIDGE,1980,1.0,0,24100,Distribution Center,Non-Refrigerated Warehouse,3500.0,None,0.0,22.0,809870.8125,30.49,5.632754818475608,street,0.3352497655297338,0.6647504659886727,0.0,-2.3151840652363305e-07,1
NonResidential,Worship Facility,SOUTHWEST,1971,1.0,0,23772,Worship Facility,None,0.0,None,0.0,100.0,100841.7031,0.7,10.56253294419729,avenue,1.0000029442184222,0.0,0.0,-2.9442184222807663e-06,1
NonResidential,K-12 School,NORTHEAST,2004,3.0,0,31343,K-12 School,None,0.0,None,0.0,5.0,3846501.25,128.66,6.687162455806026,avenue,0.426136609210773,0.5738633257950976,0.0,6.499412940526147e-08,2
NonResidential,Mixed Use Property,NORTHWEST,1996,1.0,22850,33062,Parking,Office,23501.0,Retail Store,9561.0,,2450442.75,17.08,8.682615662792523,street,1.0000001020223794,0.0,0.0,-1.0202237942510593e-07,3
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1957,1.0,0,20294,Other,Office,2294.0,None,0.0,,1735995.75,67.45,6.694156638508023,avenue,0.3089915398698413,0.6910086041397279,0.0,-1.4400956914785074e-07,2
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1983,1.0,10849,29722,Office,None,0.0,None,0.0,64.0,1286817.375,8.97,6.546907229820419,avenue,0.9999997085833566,0.0,0.0,2.914166433290505e-07,4
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1983,1.0,15659,26048,Office,Parking,12000.0,None,0.0,78.0,1755788.5,12.24,6.492030138806608,avenue,0.9999997152276598,0.0,0.0,2.847723401765076e-07,4
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1960,1.0,0,57644,Office,Other - Services,19440.0,Non-Refrigerated Warehouse,15490.0,,2189735.0,42.87,5.789425987041341,avenue,0.726804841681756,0.273195158318244,0.0,0.0,2
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1955,1.0,0,39497,Non-Refrigerated Warehouse,Office,13950.0,None,0.0,9.0,1700057.375,28.28,5.623842929333935,avenue,0.7906033171380465,0.2093964622811627,0.0,2.2058079069243177e-07,2
Nonresidential COS,Other,EAST,1932,1.0,0,33087,Other - Entertainment/Public Assembly,None,0.0,None,0.0,,3548858.25,121.9,2.9989655863212485,street,0.4066493780077015,0.5933505515471067,0.0,7.044519177400224e-08,1
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1982,1.0,0,27574,Office,None,0.0,None,0.0,73.0,1211349.25,8.44,11.143882962020948,avenue,0.9999997936185621,0.0,0.0,2.0638143788837117e-07,2
NonResidential,Retail Store,NORTH,1965,1.0,0,24982,Retail Store,None,0.0,None,0.0,99.0,335245.0,2.34,11.137609075277796,avenue,1.0,0.0,0.0,0.0,1
NonResidential,Senior Care Community,NORTH,1998,1.0,0,43661,Senior Care Community,Parking,0.0,None,0.0,4.0,3936421.5,82.57,11.470324490431148,avenue,0.6964942651593585,0.30350560782172337,0.0,1.2701891807063853e-07,5
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1987,1.0,27307,48798,Office,None,0.0,None,0.0,91.0,2472350.25,17.24,11.198314928770987,way,0.9999998988816411,0.0,0.0,1.0111835893801859e-07,3
NonResidential,Mixed Use Property,NORTH,1952,1.0,0,32009,Non-Refrigerated Warehouse,Retail Store,15770.0,Office,4000.0,,1998725.25,44.28,11.428452494364095,way,0.6709241302675293,0.329075744652748,0.0,1.2507972268824842e-07,2
NonResidential,Retail Store,NORTH,1966,1.0,0,41615,Retail Store,None,0.0,None,0.0,69.0,1900006.25,13.25,11.094275988396255,avenue,0.9999998684214855,0.0,0.0,1.3157851454436004e-07,1
NonResidential,Medical Office,NORTH,1988,1.0,0,28841,Medical Office,None,0.0,None,0.0,55.0,1459199.75,33.42,11.057938576616522,avenue,0.6546903533940436,0.34530913262560525,0.0,5.139803512164801e-07,3
NonResidential,Self-Storage Facility,NORTH,1977,2.0,0,33344,Self-Storage Facility,Office,984.0,Parking,0.0,,123767.2031,0.86,11.205689852358518,way,0.9999983590160001,0.0,0.0,1.6409839998946583e-06,2
Nonresidential COS,Other,NORTH,2005,2.0,0,30498,Other - Recreation,None,0.0,None,0.0,,2436063.0,80.19,10.91067047452068,avenue,0.43768408288291394,0.5623159171170861,0.0,0.0,1
NonResidential,K-12 School,DELRIDGE,1924,1.0,0,42975,K-12 School,None,0.0,None,0.0,92.0,959352.0,42.96,10.248100599625056,avenue,0.1805020472152036,0.8194979527847964,0.0,0.0,2
NonResidential,Other,DELRIDGE,1963,1.0,0,23260,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,10185.0,None,0.0,,1612105.75,52.41,8.242870672968692,avenue,0.44648373718659584,0.5535164178900794,0.0,-1.5507667533596973e-07,1
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1988,1.0,0,30659,Office,Non-Refrigerated Warehouse,8653.0,Data Center,285.0,88.0,2619088.5,55.85,8.310229958366065,avenue,0.6889373917681667,0.31106241732572226,0.0,1.909061110382486e-07,2
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1920,1.0,0,27144,Other,None,0.0,None,0.0,,1012024.313,32.58,2.6492112791775027,avenue,0.45334483974991224,0.5466548509689806,0.0,3.0928110712844214e-07,2
NonResidential,Other,NORTHWEST,1970,5.0,0,23166,Other,None,0.0,None,0.0,,3475804.25,184.6,11.359311358622993,avenue,8.631095954267275e-07,0.999999064964605,0.0,7.192579961889396e-08,1
NonResidential,Medical Office,NORTHWEST,1979,1.0,0,34759,Medical Office,Parking,0.0,None,0.0,81.0,1633105.375,11.39,10.88066654329616,avenue,0.9999997703761155,0.0,0.0,2.2962388449673678e-07,2
NonResidential,Hospital,NORTHWEST,1966,8.0,0,415632,Hospital (General Medical & Surgical),Parking,266833.0,None,0.0,85.0,98960776.0,3278.11,11.844725004858258,street,0.43314290502329933,0.5668570343466183,0.0,6.063008236717949e-08,1
NonResidential,Worship Facility,NORTHWEST,1965,1.0,0,44719,Worship Facility,Medical Office,1025.0,Office,972.0,,1614026.25,53.21,12.20411037586297,street,0.43659822756909933,0.5634016175387482,0.0,1.5489215246654136e-07,2
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1965,1.0,0,21603,Supermarket/Grocery Store,None,0.0,None,0.0,16.0,5833800.0,129.89,3.6508318048772592,avenue,0.6685278891974357,0.3314721108025644,0.0,0.0,1
NonResidential,Medical Office,EAST,1964,1.0,0,591981,Medical Office,Parking,282392.0,Other/Specialty Hospital,54159.0,60.0,102673696.0,3238.24,2.258361761076326,avenue,0.4675227820765311,0.53247712052754,0.0,9.739592894367025e-08,3
NonResidential,Distribution Center,DELRIDGE,1979,1.0,0,42900,Distribution Center,None,0.0,None,0.0,53.0,436252.5,3.04,8.47383160756411,avenue,1.0000011461252372,0.0,0.0,-1.1461252371046584e-06,1
Campus,Other,DELRIDGE,2005,5.0,0,57952,Adult Education,None,0.0,None,0.0,,3091387.5,96.15,9.8907894518618,way,0.4769541184985706,0.5230457197617575,0.0,1.6173967191107554e-07,1
NonResidential,Other,DELRIDGE,1971,1.0,0,26232,Other - Services,Office,7970.0,None,0.0,,3094090.0,122.71,8.698458836990218,avenue,0.29154969635660244,0.7084503036433976,0.0,0.0,1
